Wall time,Step,Value
1710330630.4091823,1,0.15306100249290466
1710330756.5411775,2,0.14285700023174286
1710330877.3481731,3,0.14285700023174286
1710330997.7451754,4,0.16156500577926636
1710331124.3141732,5,0.14285700023174286
1710331250.173173,6,0.20918400585651398
1710331376.4261906,7,0.12950900197029114
1710331497.021173,8,0.39301198720932007
1710331622.841173,9,0.29833900928497314
1710331743.89619,10,0.42898398637771606
1710331873.4591908,11,0.4648529887199402
1710332000.033173,12,0.45196500420570374
1710332120.6041903,13,0.48558199405670166
1710332246.4811907,14,0.46423399448394775
1710332367.0081756,15,0.5203779935836792
1710332496.7761908,16,0.5600990056991577
1710332622.5911748,17,0.45612698793411255
1710332743.0171905,18,0.5860329866409302
1710332869.391173,19,0.6091349720954895
1710332995.21019,20,0.6811149716377258
1710333124.462173,21,0.700439989566803
1710333249.9691732,22,0.7054160237312317
1710333376.2341728,23,0.6681280136108398
1710333497.069173,24,0.7356119751930237
1710333622.6291904,25,0.667792022228241
1710333748.812173,26,0.7050690054893494
1710333869.6011732,27,0.8070399761199951
1710333995.2171755,28,0.7965289950370789
1710334115.8991833,29,0.8218050003051758
1710334241.618173,30,0.7287219762802124
1710334367.464173,31,0.7947229743003845
1710334488.065184,32,0.7537029981613159
1710334608.6221824,33,0.7921460270881653
1710334729.1331775,34,0.7865790128707886
1710334849.915173,35,0.7955719828605652
1710334975.5081902,36,0.7684400081634521
1710335096.0661736,37,0.8052229881286621
1710335216.9071732,38,0.7897239923477173
1710335337.6621842,39,0.8045939803123474
1710335458.0951755,40,0.8098210096359253
1710335583.642184,41,0.82430499792099
1710335709.4841754,42,0.8171129822731018
1710335830.2651901,43,0.8005350232124329
1710335950.6071734,44,0.821416974067688
1710336071.424173,45,0.7999280095100403
1710336197.3531733,46,0.8232880234718323
1710336318.069173,47,0.86428302526474
1710336444.100173,48,0.8697199821472168
1710336569.7841752,49,0.8491569757461548
1710336690.0511732,50,0.8385540246963501
1710336816.1091907,51,0.8111119866371155
1710336936.8771727,52,0.8298190236091614
1710337057.312173,53,0.8476880192756653
1710337177.804173,54,0.8137279748916626
1710337298.3851814,55,0.8414520025253296
1710337424.177173,56,0.8383859992027283
1710337544.7761734,57,0.7819420099258423
1710337665.4861732,58,0.8561519980430603
1710337786.3661754,59,0.8723599910736084
1710337912.1091733,60,0.8286319971084595
1710338037.940173,61,0.8230800032615662
1710338158.3581731,62,0.8577380180358887
1710338278.930173,63,0.8723989725112915
1710338404.804173,64,0.8612160086631775
1710338525.5351734,65,0.794090986251831
1710338651.299173,66,0.822808027267456
1710338771.6961775,67,0.8831700086593628
1710338897.4051733,68,0.8652480244636536
1710339017.9301755,69,0.877282977104187
1710339138.7471902,70,0.8485900163650513
1710339264.0701776,71,0.8294699788093567
1710339384.7921731,72,0.849016010761261
1710339505.2741847,73,0.8585759997367859
1710339625.9751732,74,0.8491569757461548
1710339746.621178,75,0.863677978515625
1710339872.2481732,76,0.8695650100708008
1710339992.582173,77,0.877282977104187
1710340112.909173,78,0.8823860287666321
1710340233.579173,79,0.8823860287666321
1710340354.1441731,80,0.8933749794960022
1710340482.8801904,81,0.8644629716873169
1710340603.3701906,82,0.880761981010437
1710340724.1411903,83,0.8984770178794861
1710340849.716175,84,0.8823860287666321
1710340970.493173,85,0.8775010108947754
1710341096.0731735,86,0.8831700086593628
1710341216.90119,87,0.8775010108947754
1710341337.7711906,88,0.8775010108947754
1710341458.591173,89,0.8933749794960022
1710341579.2811773,90,0.8831700086593628
1710341705.1491754,91,0.8933749794960022
1710341825.7521727,92,0.8933749794960022
1710341946.1921906,93,0.8775010108947754
1710342066.9221754,94,0.8933749794960022
1710342187.5981843,95,0.8933749794960022
1710342313.4891753,96,0.8933749794960022
1710342434.0771906,97,0.8933749794960022
1710342554.6151774,98,0.8933749794960022
1710342674.871175,99,0.8933749794960022
1710342795.499173,100,0.8933749794960022
