Wall time,Step,Value
1710838366.9136262,1,0.32359299063682556
1710838405.7656407,2,0.3490779995918274
1710838444.8916235,3,0.7239149808883667
1710838484.0736415,4,0.6662480235099792
1710838522.7756255,5,0.655019998550415
1710838562.0996237,6,0.5495380163192749
1710838601.0456235,7,0.7906380295753479
1710838639.976641,8,0.756509006023407
1710838678.996641,9,0.7977480292320251
1710838718.4856262,10,0.758683979511261
1710838758.5026283,11,0.6801040172576904
1710838797.6046352,12,0.811149001121521
1710838836.4736347,13,0.8442370295524597
1710838875.5796282,14,0.8536289930343628
1710838914.8586257,15,0.8399320244789124
1710838953.7716346,16,0.6609339714050293
1710838992.3626235,17,0.7907389998435974
1710839031.5286238,18,0.8460509777069092
1710839070.9836261,19,0.7664300203323364
1710839109.8726258,20,0.7604519724845886
1710839148.3656323,21,0.852853000164032
1710839187.1256256,22,0.8727089762687683
1710839225.8936284,23,0.8957570195198059
1710839265.3376236,24,0.8899099826812744
1710839304.2486348,25,0.7733460068702698
1710839343.1116257,26,0.8824629783630371
1710839382.398641,27,0.774957001209259
1710839421.132641,28,0.7893630266189575
1710839460.2646239,29,0.8368639945983887
1710839499.3996236,30,0.859296977519989
1710839538.620628,31,0.8597869873046875
1710839577.633628,32,0.8778499960899353
1710839616.3016343,33,0.8899099826812744
1710839655.8306234,34,0.8659060001373291
1710839695.1966262,35,0.8418110013008118
1710839734.1406257,36,0.8636249899864197
1710839773.243628,37,0.8396210074424744
1710839812.3736236,38,0.8330889940261841
1710839850.9046257,39,0.9065679907798767
1710839889.7856257,40,0.8898959755897522
1710839929.006628,41,0.8588950037956238
1710839968.4496255,42,0.8769090175628662
1710840007.5856328,43,0.8461419939994812
1710840046.5776284,44,0.8702729940414429
1710840085.6586235,45,0.896028995513916
1710840124.931626,46,0.8853750228881836
1710840164.4286413,47,0.8642690181732178
1710840204.103641,48,0.8558819890022278
1710840243.6346345,49,0.8595929741859436
1710840282.5706236,50,0.8922410011291504
1710840321.5616353,51,0.8794980049133301
1710840360.679635,52,0.8811349868774414
1710840399.694635,53,0.8683279752731323
1710840438.7566416,54,0.9004999995231628
1710840477.759626,55,0.8678879737854004
1710840517.4846237,56,0.8407449722290039
1710840556.4996238,57,0.8404589891433716
1710840595.3686283,58,0.8585219979286194
1710840634.3676236,59,0.8626589775085449
1710840673.6606283,60,0.8676699995994568
1710840713.0906413,61,0.8787130117416382
1710840752.214626,62,0.8846129775047302
1710840791.1536412,63,0.8770750164985657
1710840830.9316282,64,0.8698999881744385
1710840869.8766403,65,0.8418650031089783
1710840909.1866236,66,0.8467490077018738
1710840948.392641,67,0.8687270283699036
1710840987.759641,68,0.8902689814567566
1710841026.848641,69,0.8913249969482422
1710841066.1266236,70,0.8913249969482422
1710841105.2966235,71,0.8722050189971924
1710841144.6966348,72,0.8636249899864197
1710841183.3836343,73,0.8811209797859192
1710841222.4106238,74,0.8652480244636536
1710841261.477628,75,0.8591430187225342
1710841300.744624,76,0.8575059771537781
1710841339.917641,77,0.8701320290565491
1710841378.9806237,78,0.8717550039291382
1710841418.3726413,79,0.8609840273857117
1710841457.1406236,80,0.8609840273857117
1710841496.3426259,81,0.8784809708595276
1710841535.4226353,82,0.8733789920806885
1710841574.4276237,83,0.8636249899864197
1710841614.027626,84,0.8687270283699036
1710841652.920626,85,0.8687270283699036
1710841691.982624,86,0.8687270283699036
1710841731.0876234,87,0.8845999836921692
1710841769.771626,88,0.8845999836921692
1710841808.7236345,89,0.8845999836921692
1710841847.6616328,90,0.8636249899864197
1710841886.9026234,91,0.8652480244636536
1710841926.099641,92,0.8703500032424927
1710841965.0306344,93,0.8687270283699036
1710842004.2986236,94,0.8719729781150818
1710842043.9566412,95,0.8703500032424927
1710842083.3236237,96,0.8652480244636536
1710842122.2366261,97,0.8703500032424927
1710842161.097641,98,0.8719729781150818
1710842200.4266415,99,0.8719729781150818
1710842239.444641,100,0.8668709993362427
