Wall time,Step,Value
1710352718.157078,1,0.16949999332427979
1710352757.7580874,2,0.19099999964237213
1710352797.077078,3,0.2606000006198883
1710352836.7240849,4,0.3122999966144562
1710352876.0780847,5,0.3472000062465668
1710352915.6560845,6,0.4318999946117401
1710352954.7650938,7,0.5392000079154968
1710352994.7600868,8,0.5960000157356262
1710353034.5780866,9,0.6291000247001648
1710353074.1010933,10,0.6847000122070312
1710353112.993087,11,0.7092999815940857
1710353152.4090781,12,0.7652999758720398
1710353191.8800805,13,0.7615000009536743
1710353231.0300868,14,0.7980999946594238
1710353270.6280873,15,0.833899974822998
1710353309.7520869,16,0.8391000032424927
1710353348.9260871,17,0.8260999917984009
1710353388.2950804,18,0.854200005531311
1710353427.9300845,19,0.8485999703407288
1710353467.7400868,20,0.8540999889373779
1710353507.5640867,21,0.8676000237464905
1710353547.6580782,22,0.8766000270843506
1710353587.7630866,23,0.8860999941825867
1710353626.8570864,24,0.8715999722480774
1710353666.2090933,25,0.9003999829292297
1710353705.4450867,26,0.8816999793052673
1710353744.7710755,27,0.895799994468689
1710353784.487078,28,0.9027000069618225
1710353823.3830872,29,0.9057000279426575
1710353862.7750804,30,0.9107999801635742
1710353902.2130778,31,0.9308000206947327
1710353941.938076,32,0.9010000228881836
1710353981.2740757,33,0.9128000140190125
1710354020.7390847,34,0.9146999716758728
1710354060.342076,35,0.9190999865531921
1710354099.8810763,36,0.9336000084877014
1710354139.7330868,37,0.9235000014305115
1710354179.700087,38,0.92330002784729
1710354219.157076,39,0.9417999982833862
1710354258.8490806,40,0.9332000017166138
1710354298.2530868,41,0.9419000148773193
1710354337.9160867,42,0.9453999996185303
1710354377.5720758,43,0.9294999837875366
1710354417.0560782,44,0.9368000030517578
1710354456.3440933,45,0.9398000240325928
1710354495.92808,46,0.9376999735832214
1710354535.3400934,47,0.9455999732017517
1710354574.7780874,48,0.9401999711990356
1710354613.933076,49,0.9535999894142151
1710354653.2270932,50,0.9453999996185303
1710354692.942076,51,0.9573000073432922
1710354732.7570758,52,0.9538999795913696
1710354772.166076,53,0.9541000127792358
1710354811.801078,54,0.9458000063896179
1710354851.0290759,55,0.954800009727478
1710354890.6640837,56,0.955299973487854
1710354930.1770759,57,0.9649999737739563
1710354969.45108,58,0.955299973487854
1710355008.6920867,59,0.9642999768257141
1710355048.2060757,60,0.9643999934196472
1710355087.374076,61,0.9473000168800354
1710355126.605087,62,0.9585999846458435
1710355166.3530934,63,0.957099974155426
1710355205.7220805,64,0.9620000123977661
1710355245.1970785,65,0.9678000211715698
1710355285.1050782,66,0.9650999903678894
1710355324.283078,67,0.9711999893188477
1710355363.8040757,68,0.9675999879837036
1710355403.2260756,69,0.97079998254776
1710355442.2960932,70,0.9592000246047974
1710355481.6800778,71,0.9643999934196472
1710355520.9050934,72,0.9736999869346619
1710355560.4240758,73,0.9713000059127808
1710355599.838078,74,0.9645000100135803
1710355639.2410762,75,0.970300018787384
1710355678.8100781,76,0.9624999761581421
1710355718.0800931,77,0.9746000170707703
1710355757.0040758,78,0.9679999947547913
1710355796.0480757,79,0.9714000225067139
1710355835.7140806,80,0.9725000262260437
1710355874.981076,81,0.9746999740600586
1710355913.9960759,82,0.9749000072479248
1710355954.0840933,83,0.9739999771118164
1710355993.371076,84,0.9747999906539917
1710356032.9700758,85,0.9703999757766724
1710356072.3440866,86,0.9717000126838684
1710356111.899076,87,0.9771000146865845
1710356151.4420931,88,0.9796000123023987
1710356191.0050936,89,0.9714000225067139
1710356230.26408,90,0.9724000096321106
1710356270.3060758,91,0.9776999950408936
1710356309.8140934,92,0.9718999862670898
1710356349.6120934,93,0.9745000004768372
1710356389.0710757,94,0.9761000275611877
1710356428.2880874,95,0.9771999716758728
1710356467.6750863,96,0.9620000123977661
1710356506.9320784,97,0.9708999991416931
1710356545.8130805,98,0.9746000170707703
1710356584.6650805,99,0.9692999720573425
1710356624.0410867,100,0.9652000069618225
